Query Name,Similar Domains
samsclub.com,"samsclubresources.com, healthylivingmadesimple.com, samsclubms.com, samsclubcontacts.com, triadretail.net, movable-ink-601.com, wmtcdev.com, wmtdev.com, flixcar.com, flyertown.com, truecar.com, bstocksolutions.com, flix360.com, 1800accountant.com, flixsyndication.net"
groupon.com,"grouponcdn.com, groupondata.com, surveygizmo.com, livingsocial.com, groupon.ca, 230.244, myweathercast.com, mcd911.net, te2.biz, groupon.ae, easilydo.com, sansaver.com, picresize.com, vbs.cm, nobexinc.com"
cnn.com,"cnn.io, ugdturner.com, turner.com, cnn.net, cnn.it, beemray.com, cnnlabs.io, hnops.net, cnnnewsource.com, makers.com, tree.com, iflscience.com, bleacherreport.net, theoplayer.com, wearecnn.com"
glassdoor.com,"glassdoor.de, glassdoor.fr, glassdoor.at, glassdoor.nl, glassdoor.ca, ziprecruiter.com, indeed.com, glassdoor.be, gd-static.com, dixons.com, filter.to, neuvoo.com, faucetdirect.com, tu-vms.com, morrisons.com"
yelp.com,"yelp.fi, yelp.ca, yelp.se, yelp.at, yelp.cl, yelp.be, yelp.my, yelp.pl, yelp.pt, wweller.com, yelpcdn.com, yelp.ch, yelp.es, yelp.fr, yelp.no"
ixl.com,"readingeggsassets.com, careercruising.com, kahoot.it, geogebra.org, readingeggs.com, kamihq.com, pngtree.com, hellokids.com, ganeshaspeaks.com, bridgepointeducation.com, yout.com, uncecs.edu, newsela.com, follettdestiny.com, wonderbly.com"
buffalo.edu,"threadsmagazine.com, ghco.local, amr.net, fisioterapiaparatodos.com, msing.local, myboobsite.com, rti.com, quikr.com, sidestreetboys.com, buzzcity.net, amsurg.com, fastadtracking.com, phaa.com, rmetro.com, emcare.com"
230.244,"4.230, 0.244, 179.155, 172.24, 205.190, 172.180, 7.152, 179.128, 87.145, 54.149, 4.100, 65.234, 151.0, 226.85, 33.172"
musical.ly,"byteoversea.com, tiktokv.com, muscdn.com, ibytedtos.com, toutiao.com, mobashores.net, 72.91, asdfompaoe.ru, hypstarcdn.com, 7static.com, solo-launcher.com, wyqdylg.com, dailyjiffy.com, bytedance.com, nextsinc.com"
imoji.io,"lunidev.com, nqintelligence.com, statzone.one, wyqdylg.com, applepie4.com, 72.91, humland.com, ajg.com, securekids.es, nameorigin.us, metal-album.us, birchconnect.com, dailyjiffy.com, 37.61, ynmyjxd.com"
epicgames.com,"unrealengine.com, vivox.com, battleye.com, easyanticheat.net, eac-cdn.com, eidos.com, psyonix.com, playbattlegrounds.com, fortnite.com, avalanchestudios.com, ambersoftware.ru, rl-psy.net, fromsoftware-game.net, nevosoft.ru, haste.net"
